lat_rad,lon_rad,u,v,k
0.05872805603825847,-1.2948319672142796,2602314955,2602314995,0
0.05866560728495748,-1.2945518331426884,2602314955,2602314790,0
0.05883110900394248,-1.2945089050244063,2602314955,2602348647,0
0.05872805603825847,-1.2948319672142796,2602314995,2602314955,0
0.058659023030354335,-1.294935726165646,2602314995,4388341800,0
0.05874290966285756,-1.2950127344555673,2602314995,7612531951,0
0.05780900230607254,-1.2954271131445696,4388341486,7612588269,0
0.057935170412369966,-1.2950869153121,4388341486,7667810254,0
0.05754928945939416,-1.2947830281820536,4388341486,1936237317,0
0.058659023030354335,-1.294935726165646,4388341800,2602314995,0
0.058556414250964965,-1.2949938875176397,4388341800,7667810274,0
0.05856677365274017,-1.2949751304641683,4388341800,7667810262,0
0.05856284753458781,-1.29499998831604,4388341800,7667810259,0
0.05732574681613409,-1.2962551235216544,7610481621,7610481681,0
0.057032537610451434,-1.2952419145123113,7610481681,1936237314,0
0.05732574681613409,-1.2962551235216544,7610481681,7610481621,0
0.058821608304159244,-1.2951599966112042,7612531911,7612531951,0
0.05874328490864674,-1.2952448231035096,7612531926,7612531951,0
0.058821608304159244,-1.2951599966112042,7612531951,7612531911,0
0.05874328490864674,-1.2952448231035096,7612531951,7612531926,0
0.05874290966285756,-1.2950127344555673,7612531951,2602314995,0
0.05780900230607254,-1.2954271131445696,7612588269,4388341486,0
0.05855829309790473,-1.2949634507208139,7667810246,7667810262,0
0.05800153655717705,-1.2950212368270182,7667810250,7667810254,0
0.058272491942232156,-1.2950126079191964,7667810254,7667810274,0
0.057935170412369966,-1.2950869153121,7667810254,4388341486,0
0.05800153655717705,-1.2950212368270182,7667810254,7667810250,0
0.05856284753458781,-1.29499998831604,7667810259,4388341800,0
0.05854915717193517,-1.2949744279691442,7667810262,7667810270,0
0.05855829309790473,-1.2949634507208139,7667810262,7667810246,0
0.05856677365274017,-1.2949751304641683,7667810262,4388341800,0
0.05853415519434965,-1.2949754114621777,7667810264,7667810270,0
0.0585360698205391,-1.2949855622971074,7667810265,7667810270,0
0.058523170964702234,-1.294979289583776,7667810265,7667810268,0
0.05853449640621842,-1.2949954251527107,7667810265,7667810274,0
0.058523170964702234,-1.294979289583776,7667810268,7667810265,0
0.05854915717193517,-1.2949744279691442,7667810270,7667810262,0
0.0585360698205391,-1.2949855622971074,7667810270,7667810265,0
0.05853415519434965,-1.2949754114621777,7667810270,7667810264,0
0.058556414250964965,-1.2949938875176397,7667810274,4388341800,0
0.058272491942232156,-1.2950126079191964,7667810274,7667810254,0
0.05853449640621842,-1.2949954251527107,7667810274,7667810265,0
0.06246646141157384,-1.2907886100600743,2602350376,5040226941,0
0.06285552148178215,-1.2902932411124621,2602350376,5415536721,0
0.062317797756547465,-1.290563126610686,2602350376,5040226987,0
0.06263276249135624,-1.291017274372024,2602350487,5040226941,0
0.062415126042284934,-1.2914561321764502,2602350487,5040208346,0
0.0628893424720273,-1.2912694639769617,2602350487,5040208529,0
0.06330891089756048,-1.2896560353651931,4775757579,5415536721,0
0.062389287315373784,-1.2919928340114082,5040208327,2600780945,0
0.062415126042284934,-1.2914561321764502,5040208346,2602350487,0
0.06213886660163301,-1.2917035718678287,5040208346,7612669369,0
0.06197860610639176,-1.291719281576426,5040208346,2600282368,0
0.06309883957813194,-1.291313980344863,5040208472,5040208529,0
0.06302151974693934,-1.2913799729892101,5040208524,5040208529,0
0.0628893424720273,-1.2912694639769617,5040208529,2602350487,0
0.06302151974693934,-1.2913799729892101,5040208529,5040208524,0
0.06309883957813194,-1.291313980344863,5040208529,5040208472,0
0.06254231603885939,-1.2916419652358917,5040208749,7612669369,0
0.06246646141157384,-1.2907886100600743,5040226941,2602350376,0
0.06263276249135624,-1.291017274372024,5040226941,2602350487,0
0.06240001585428579,-1.2909037695021144,5040226941,5040226986,0
0.06240001585428579,-1.2909037695021144,5040226986,5040226941,0
0.06232342033473277,-1.2901528852246753,5040226987,5040227108,0
0.062317797756547465,-1.290563126610686,5040226987,2602350376,0
0.062159929235046076,-1.2901622175001854,5040226987,7606882482,0
0.06232342033473277,-1.2901528852246753,5040227108,5040226987,0
0.06335051169294639,-1.2897804476702632,5415536696,5415536721,0
0.06330891089756048,-1.2896560353651931,5415536721,4775757579,0
0.06285552148178215,-1.2902932411124621,5415536721,2602350376,0
0.06335051169294639,-1.2897804476702632,5415536721,5415536696,0
0.06312763489279596,-1.2896824212528248,5415536721,7606763002,0
0.06312763489279596,-1.2896824212528248,7606763002,5415536721,0
0.062296474196411225,-1.2917304132863952,7612669342,7612669369,0
0.06254231603885939,-1.2916419652358917,7612669369,5040208749,0
0.06213886660163301,-1.2917035718678287,7612669369,5040208346,0
0.062296474196411225,-1.2917304132863952,7612669369,7612669342,0
0.06101937227683105,-1.2907707326525462,353193453,7606544885,0
0.06106978087628716,-1.290884091787463,353193453,7606461156,0
0.061104669135369896,-1.2908433880913128,353193453,2602350231,0
0.06102255401205743,-1.2908648268431795,353193453,2600780597,0
0.05916310640692146,-1.2896195902724175,353194596,3747845029,0
0.059173415194148364,-1.2895821520872977,353194596,353194598,0
0.05910737455324678,-1.2895283837290314,353194596,2142681704,0
0.059184062575250156,-1.289615247020574,353194598,2602350071,0
0.059173415194148364,-1.2895821520872977,353194598,353194596,0
0.059202447000926035,-1.2895443683269858,353194598,6459724557,0
0.059172431701114865,-1.2896578339269873,559300375,3747845029,0
0.0591731045255415,-1.2896579019948282,559300375,2602350071,0
0.059074685409021555,-1.2900404633315667,559300375,9446990384,0
0.059105359570625356,-1.2924352679954716,972802993,2602348987,0
0.06070273551659886,-1.2895435410409204,1823524774,7613275883,0
0.06070831184355899,-1.2895837909514654,1823524774,7613297912,0
0.0607308126282757,-1.28958481807773,1823524774,6039277723,0
0.058986338587614845,-1.2894862314096018,1823562936,2142681685,0
0.0589838864000158,-1.2894929378372526,1823562936,7623768589,0
0.05899216973264576,-1.289492831372168,1823562936,2142681691,0
0.05899805760087736,-1.289495218982585,1823562947,2142681691,0
0.05894450042745067,-1.289487377218256,1823562951,2142681675,0
0.05893842144566597,-1.289491436854096,1823562951,8485133051,0
0.05893842144566597,-1.289491436854096,1823562951,8485133051,1
0.05720728259315498,-1.2944139844203717,1936237310,1936237311,0
0.05722058112939055,-1.2944228367303379,1936237311,1936237314,0
0.05720728259315498,-1.2944139844203717,1936237311,1936237310,0
0.057218312201362954,-1.294411933658501,1936237311,1936237312,0
